usd_cleaning_fee,f_property_type,f_room_type,f_room_type2,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,p_host_response_rate,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_reviews_per_month,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,price,id,neighbourhood_cleansed,cancellation_policy,room_type,property_type
10,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,58,50,2,1,NA,0,1,NA,0,6,1,NA,NA,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,58,3461264,Hackney,strict,Entire home/apt,Apartment
10,Apartment,Private room,Private,flexible,Real Bed,Hackney,50,NA,2,1,NA,1,1,0.07,0,3,1,450,0.07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,9357493,Hackney,flexible,Private room,Apartment
10,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,95,NA,2,1,91,9,1,0.47,0,2,1,579,0.47,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,95,2936993,Hackney,moderate,Entire home/apt,Apartment
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,40,NA,2,1,NA,0,1,NA,0,1,1,NA,NA,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,11456742,Hackney,flexible,Private room,Apartment
NA,House,Private room,Private,flexible,Real Bed,Hackney,25,NA,1,1,80,1,1,0.11,0,7,2,261,0.11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,3592678,Hackney,flexible,Private room,House
10,Apartment,Private room,Private,flexible,Real Bed,Hackney,38,NA,2,1,73,3,1,0.47,0,2,1,188,0.47,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,38,14209583,Hackney,flexible,Private room,Apartment
20,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,75,0,2,1,100,3,1,0.6,0,3,1,147,0.6,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,75,7918260,Hackney,moderate,Entire home/apt,Apartment
10,Apartment,Private room,Private,moderate,Real Bed,Hackney,25,100,2,1,NA,0,1,NA,0,3,1,NA,NA,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,25,16341872,Hackney,moderate,Private room,Apartment
30,Apartment,Private room,Private,moderate,Couch,Hackney,40,100,2,1,97,13,1,0.91,15,2,1,426,0.91,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,10057863,Hackney,moderate,Private room,Apartment
20,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,75,100,2,1,83,78,1,7.16,0,1,1,325,7.16,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,75,12243801,Hackney,strict,Entire home/apt,Apartment
18,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,47,100,6,1,98,11,2,0.19,10,30,3,1749,0.19,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,47,444272,Hackney,strict,Entire home/apt,Apartment
40,House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,83,100,5,1.5,100,1,1,0.51,0,28,3,57,0.51,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,83,16196418,Hackney,strict,Entire home/apt,House
10,House,Private room,Private,moderate,Real Bed,Hackney,42,100,2,1,96,11,1,0.6,10,1,1,552,0.6,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,42,4510622,Hackney,moderate,Private room,House
40,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,151,97,6,1,NA,1,4,0.12,20,1,3,240,0.12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,151,13423714,Hackney,flexible,Entire home/apt,Apartment
40,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,76,88,3,1,95,11,2,1.34,0,4,1,244,1.34,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,76,12768463,Hackney,strict,Entire home/apt,Apartment
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,80,100,2,1,NA,0,1,NA,0,2,1,NA,NA,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,80,15390088,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,70,100,2,1,NA,0,1,NA,0,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,70,16569768,Hackney,flexible,Private room,Apartment
10,Apartment,Private room,Private,moderate,Real Bed,Hackney,44,100,2,1,NA,0,1,NA,10,1,1,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,44,17356484,Hackney,moderate,Private room,Apartment
85,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,145,80,2,1,94,26,1,0.93,0,4,1,841,0.93,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,145,4380477,Hackney,moderate,Entire home/apt,Apartment
10,House,Private room,Private,moderate,Real Bed,Hackney,40,100,1,0.5,96,16,1,0.25,20,1,1,1919,0.25,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,40,241752,Hackney,moderate,Private room,House
20,Apartment,Private room,Private,flexible,Real Bed,Hackney,35,NA,2,1,100,3,1,0.13,0,2,1,676,0.13,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,35,4118389,Hackney,flexible,Private room,Apartment
NA,House,Private room,Private,flexible,Real Bed,Hackney,50,NA,2,1,NA,0,1,NA,0,7,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,50,16045959,Hackney,flexible,Private room,House
100,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,140,NA,6,1,NA,0,1,NA,0,3,3,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,140,8968108,Hackney,flexible,Entire home/apt,Apartment
39,House,Private room,Private,strict,Real Bed,Hackney,57,100,2,1,94,28,1,0.55,39,7,1,1538,0.55,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,57,841918,Hackney,strict,Private room,House
15,House,Private room,Private,flexible,Real Bed,Hackney,27,NA,1,2,100,2,1,0.25,0,7,1,236,0.25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,27,13555941,Hackney,flexible,Private room,House
10,Apartment,Private room,Private,flexible,Real Bed,Hackney,50,NA,2,1,100,1,1,0.07,0,5,1,427,0.07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,50,9755055,Hackney,flexible,Private room,Apartment
45,Apartment,Private room,Private,strict,Real Bed,Hackney,39,100,2,1,NA,0,1,NA,10,1,1,NA,NA,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,39,10017391,Hackney,strict,Private room,Apartment
20,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,150,100,4,1,100,1,2,0.07,20,2,1,438,0.07,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,150,9001449,Hackney,strict,Entire home/apt,Apartment
10,House,Private room,Private,strict,Real Bed,Hackney,24,NA,2,1,100,4,1,0.22,10,1,1,546,0.22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,24,7695112,Hackney,strict,Private room,House
32,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,76,NA,5,1,80,2,1,0.06,0,8,2,1028,0.06,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,76,1384244,Hackney,strict,Entire home/apt,Apartment
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,326,NA,2,1,NA,0,1,NA,0,1,1,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,326,9915854,Hackney,flexible,Entire home/apt,Apartment
40,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,200,NA,1,1,NA,0,4,NA,20,5,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,200,17397087,Hackney,flexible,Entire home/apt,Apartment
NA,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,143,NA,6,1,NA,0,1,NA,0,13,3,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,143,4683326,Hackney,strict,Entire home/apt,Apartment
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,200,NA,2,2,NA,0,1,NA,0,1,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200,3770349,Hackney,flexible,Entire home/apt,Apartment
40,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,90,0,3,1,86,14,1,0.46,0,2,1,922,0.46,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,90,3796709,Hackney,strict,Entire home/apt,Apartment
25,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,85,86,2,1,95,13,1,1.55,0,2,1,251,1.55,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,85,12943448,Hackney,strict,Entire home/apt,Apartment
80,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,250,79,8,3,89,13,1,0.66,0,1,5,594,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,250,6652103,Hackney,strict,Entire home/apt,Apartment
10,Apartment,Private room,Private,flexible,Real Bed,Hackney,40,88,3,0,95,4,2,0.52,10,1,1,231,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,11652838,Hackney,flexible,Private room,Apartment
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Couch,Hackney,115,100,4,1,NA,0,1,NA,0,7,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,115,16240428,Hackney,flexible,Entire home/apt,Apartment
8,House,Private room,Private,moderate,Real Bed,Hackney,43,NA,2,1.5,NA,0,1,NA,0,4,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,43,6835509,Hackney,moderate,Private room,House
35,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,51,NA,4,1,NA,0,2,NA,10,1,3,NA,NA,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51,6114619,Hackney,flexible,Entire home/apt,Apartment
30,Apartment,Private room,Private,moderate,Real Bed,Hackney,35,100,2,1,100,13,1,2.57,0,1,1,151,2.57,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,35,8769413,Hackney,moderate,Private room,Apartment
NA,Apartment,Private room,Private,flexible,Couch,Hackney,50,NA,2,1,NA,0,1,NA,0,1,1,NA,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,50,10056296,Hackney,flexible,Private room,Apartment
12,Apartment,Private room,Private,moderate,Real Bed,Hackney,52,100,2,1,95,21,1,4.85,35,1,1,129,4.85,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,52,15598048,Hackney,moderate,Private room,Apartment
35,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,94,100,4,1,100,2,1,0.95,0,3,1,62,0.95,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,94,16240636,Hackney,flexible,Entire home/apt,Apartment
20,House,Private room,Private,moderate,Real Bed,Hackney,30,100,2,1,98,41,1,2.04,10,2,1,601,2.04,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,30,5751692,Hackney,moderate,Private room,House
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,34,100,2,2,NA,0,1,NA,0,2,1,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,34,16357816,Hackney,flexible,Private room,Apartment
20,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,104,90,4,1,96,7,1,1.2,0,2,2,174,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,104,14667936,Hackney,moderate,Entire home/apt,Apartment
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,35,NA,1,2,NA,0,1,NA,0,1,1,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,35,14264631,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,28,100,1,1,100,2,1,2,0,4,1,30,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28,17027346,Hackney,flexible,Private room,Apartment
35,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,140,NA,4,1,100,1,1,0.11,0,2,2,279,0.11,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,140,12419760,Hackney,strict,Entire home/apt,Apartment
20,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,88,100,4,1.5,93,15,2,0.76,10,2,2,588,0.76,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,88,7176888,Hackney,moderate,Entire home/apt,Apartment
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,50,50,2,1.5,100,1,1,0.13,0,3,1,225,0.13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,50,13619508,Hackney,flexible,Entire home/apt,Apartment
NA,House,Private room,Private,moderate,Real Bed,Hackney,31,100,2,1,NA,0,1,NA,0,5,1,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,10322681,Hackney,moderate,Private room,House
6,House,Private room,Private,flexible,Real Bed,Hackney,36,100,2,1,100,4,1,0.69,0,1,1,172,0.69,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,36,13347446,Hackney,flexible,Private room,House
100,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,200,NA,2,1,NA,0,1,NA,0,2,1,NA,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,200,4827811,Hackney,strict,Entire home/apt,Apartment
NA,House,Private room,Private,moderate,Real Bed,Hackney,28,100,1,1.5,NA,0,1,NA,15,5,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,28,645556,Hackney,moderate,Private room,House
NA,Apartment,Private room,Private,moderate,Real Bed,Hackney,55,NA,2,1.5,NA,0,1,NA,0,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55,6138886,Hackney,moderate,Private room,Apartment
72,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,78,99,4,1,100,3,2,1.22,8,5,2,73,1.22,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,78,15848216,Hackney,strict,Entire home/apt,Apartment
20,Apartment,Private room,Private,moderate,Real Bed,Hackney,35,NA,2,1,89,26,1,0.91,10,1,1,852,0.91,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,35,4162870,Hackney,moderate,Private room,Apartment
20,House,Private room,Private,strict,Real Bed,Hackney,50,100,2,1,94,50,1,1.6,10,1,1,939,1.6,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,50,3658653,Hackney,strict,Private room,House
25,Apartment,Private room,Private,moderate,Real Bed,Hackney,59,100,2,1,98,80,1,6.19,0,1,1,387,6.19,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,59,10736645,Hackney,moderate,Private room,Apartment
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,25,NA,1,1,100,1,1,0.06,0,1,1,505,0.06,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,8619605,Hackney,flexible,Private room,Apartment
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,109,100,4,1,98,10,1,1.71,0,2,2,174,1.71,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,109,14700077,Hackney,flexible,Entire home/apt,Apartment
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,43,100,2,1.5,95,4,1,0.92,0,4,1,130,0.92,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,43,15193391,Hackney,flexible,Private room,Apartment
50,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,67,100,2,1,100,5,1,1.63,10,30,1,91,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,67,8246657,Hackney,strict,Entire home/apt,Apartment
55,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,120,100,4,1,100,14,4,1.36,20,2,2,308,1.36,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,120,1158974,Hackney,strict,Entire home/apt,Apartment
5,Apartment,Private room,Private,strict,Real Bed,Hackney,49,100,4,1.5,90,31,1,6,0,1,3,154,6,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,49,15193533,Hackney,strict,Private room,Apartment
NA,Apartment,Private room,Private,moderate,Real Bed,Hackney,65,NA,2,1.5,NA,0,1,NA,0,7,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,65,17421837,Hackney,moderate,Private room,Apartment
60,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,120,90,6,1,90,29,2,1.5,15,3,2,578,1.5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,120,1028013,Hackney,strict,Entire home/apt,Apartment
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,65,89,2,1,100,2,1,0.57,0,1,1,105,0.57,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,65,15970250,Hackney,flexible,Entire home/apt,Apartment
